"","Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Z.score","Combined.Score","Genes"
"1","cellular copper ion homeostasis (GO:0006878)","2/6",0.00151166577707122,0.108008945835698,0.00516049954366696,0.442357022954395,-4.57855663183762,29.7356332556697,"ATP7;Ctr1B"
"2","chloride transport (GO:0006821)","5/30",1.21730059768936e-05,0.00684122935901418,0.000114856173992878,0.0645491697839974,-2.52729573778882,28.5996106822694,"subdued;ClC-a;Best1;Ndae1;Best2"
"3","inorganic anion transport (GO:0015698)","4/26",0.000131767508475152,0.0370266698815178,0.000756935085821677,0.212698759115891,-2.77474224522512,24.7908554757363,"subdued;ClC-a;Best1;Best2"
"4","regulation of muscle contraction (GO:0006937)","2/8",0.00278403835174041,0.156462955367811,0.00814313146138608,0.458689818827251,-3.73770041920979,21.9920789307455,"CG4928;Amph"
"5","regulation of DNA endoreduplication (GO:0032875)","2/9",0.00355549127535404,0.181653281522634,0.00986213089977543,0.458689818827251,-3.60899607119386,20.3520745196845,"wg;otu"
"6","copper ion homeostasis (GO:0055070)","3/16",0.000530931672498147,0.0994611999813195,0.00220604075076776,0.413264967310493,-2.6510501509066,19.9912436974305,"ATP7;Ctr1B;CG6908"
"7","transepithelial transport (GO:0070633)","1/6",0.0596677314965986,0.30408831353956,0.0941252729378873,0.458689818827251,-6.15653086485901,17.3550383536663,"ClC-a"
"8","determination of genital disc primordium (GO:0035225)","2/11",0.00535953240908736,0.211194551745372,0.0137332735685711,0.458689818827251,-3.20847851540614,16.7767444707082,"wg;ptc"
"9","glutamate metabolic process (GO:0006536)","2/10",0.00441460623444381,0.206750725313118,0.0117269619863183,0.458689818827251,-3.09351415206117,16.7756218809531,"Oat;Gdh"
"10","ecdysteroid metabolic process (GO:0045455)","3/20",0.00104881862489749,0.108008945835698,0.00387102814496025,0.442357022954395,-2.3785446190268,16.3170322186408,"CG9512;Eo;shd"
"11","glutamine family amino acid metabolic process (GO:0009064)","2/13",0.00749955631940107,0.221828981658074,0.0181533891217075,0.458689818827251,-3.01510263145086,14.7526300906706,"Gdh;CG8132"
"12","regulation of epithelial cell migration (GO:0010632)","2/13",0.00749955631940107,0.221828981658074,0.0181533891217075,0.458689818827251,-2.97530858252863,14.5579213343463,"Pu;ptc"
"13","determination of imaginal disc primordium (GO:0007445)","2/12",0.00638844729478883,0.211194551745372,0.0158768059307986,0.458689818827251,-2.8643318041473,14.4742248758264,"wg;ptc"
"14","protein localization to cell cortex (GO:0072697)","1/8",0.078758850427571,0.30408831353956,0.119367041069483,0.458689818827251,-5.51247740624382,14.0092150554443,"fray"
"15","glutamate catabolic process (GO:0006538)","1/6",0.0596677314965986,0.30408831353956,0.0941252729378873,0.458689818827251,-4.94017319557504,13.9261699754221,"Gdh"
"16","N-glycan processing (GO:0006491)","2/16",0.0113085136740541,0.288881122037201,0.0257410563106151,0.458689818827251,-3.10126426241052,13.9004848610666,"alpha-Man-Ib;Hexo1"
"17","regulation of epithelial cell migration, open tracheal system (GO:2000274)","2/12",0.00638844729478883,0.211194551745372,0.0158768059307986,0.458689818827251,-2.7439662502915,13.8659859520783,"Pu;ptc"
"18","dicarboxylic acid metabolic process (GO:0043648)","2/16",0.0113085136740541,0.288881122037201,0.0257410563106151,0.458689818827251,-3.07984724706115,13.8044895274081,"Gdh;CG8132"
"19","positive regulation of oxidative phosphorylation (GO:1903862)","1/6",0.0596677314965986,0.30408831353956,0.0941252729378873,0.458689818827251,-4.8094014533301,13.557529152846,"srl"
