"","Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Z.score","Combined.Score","Genes"
"1","cytoskeleton-dependent cytokinesis (GO:0061640)","14/69",1.59101701118531e-12,8.17782743749249e-10,8.28839538046515e-09,4.26023522555909e-06,-1.80685218311983,49.0861166587105,"Act42A;pav;Incenp;pnut;aurB;sti;scra;sqh;tum;feo;Sep2;CycB;l(2)gd1;rho"
"2","regulation of cytokinesis (GO:0032465)","5/11",3.15177860222822e-07,2.70002366924217e-05,2.68159297814141e-05,0.00297793722151793,-3.06673755595462,45.9094559687402,"aurB;sti;scra;tum;aurA"
"3","mitotic cytokinesis (GO:0000281)","14/65",6.62325951484347e-13,6.80871078125909e-10,4.24239160860432e-09,4.26023522555909e-06,-1.61166204960324,45.1958688118684,"Act42A;pav;Incenp;pnut;aurB;sti;scra;sqh;tum;feo;Sep2;CycB;l(2)gd1;rho"
"4","female germ-line stem cell asymmetric division (GO:0048132)","6/19",2.4945524717452e-07,2.56439994095406e-05,2.15786054354289e-05,0.00277285079845262,-2.77345502862521,42.1675722807542,"Ote;l(2)gd1;aurB;InR;asp;piwi"
"5","positive regulation of ERBB signaling pathway (GO:1901186)","4/10",9.70483201668061e-06,0.000475074633959413,0.000268034231730868,0.0162081876599607,-3.32013207218299,38.3239081736953,"rau;rho;vn;spi"
"6","DNA replication (GO:0006260)","9/41",7.84283311031167e-09,2.0156081093501e-06,2.37520805986049e-06,0.000610428471384147,-2.05019578494051,38.2641687532664,"RecQ4;DNApol-epsilon255;PCNA;dpa;Mcm6;DNApol-alpha60;Mcm10;DNApol-alpha73;Mcm2"
"7","sensory organ precursor cell division (GO:0045035)","4/11",1.507034867763e-05,0.000619692737624145,0.000358664394076019,0.0184353498555074,-3.28931639909439,36.5205609621835,"dap;l(2)gd1;CycE;scra"
"8","germline stem cell asymmetric division (GO:0098728)","6/23",8.82354419847442e-07,6.47900245430836e-05,5.3419892277583e-05,0.00422428071241195,-2.54716032696319,35.5091267135214,"Ote;l(2)gd1;aurB;InR;asp;piwi"
"9","septin ring organization (GO:0031106)","3/8",0.000176963072843841,0.00387059657198869,0.00195601833734465,0.0502696712697575,-4.02935672851245,34.8119073961754,"Sep2;pnut;scra"
"10","negative regulation of DNA recombination (GO:0045910)","4/15",5.94468538810244e-05,0.00190973018092791,0.000944492798919632,0.0313205999125607,-3.42657181128598,33.3420098053416,"spn-E;spel1;WRNexo;piwi"
"11","microtubule cytoskeleton organization involved in mitosis (GO:1902850)","10/52",4.50231300558788e-09,1.54279258991478e-06,1.84966532010768e-06,0.000610428471384147,-1.70124484842456,32.6956711074308,"feo;PCNA;pav;dpa;Eb1;aurB;Klp61F;ncd;aurA;asp"
"12","positive regulation of epidermal growth factor receptor signaling pathway (GO:0045742)","4/11",1.507034867763e-05,0.000619692737624145,0.000358664394076019,0.0184353498555074,-2.90501780257529,32.2537776494802,"rau;rho;vn;spi"
"13","entry into reproductive diapause (GO:0055116)","3/8",0.000176963072843841,0.00387059657198869,0.00195601833734465,0.0502696712697575,-3.65471194902093,31.5751377952534,"Ilp3;ImpL2;InR"
"14","regulation of cell cycle process (GO:0010564)","9/43",1.22964111723517e-08,2.10678511419626e-06,3.34597215643985e-06,0.000687931875364032,-1.7178950518038,31.2896689949444,"CycA;CycB;CycE;aurB;sti;scra;gwl;tum;aurA"
"15","dorsal/ventral lineage restriction, imaginal disc (GO:0007451)","2/7",0.00448070782220525,0.0454998475345228,0.0185110815577672,0.217947953967835,-5.5229308254494,29.8678676830792,"Dl;fng"
"16","regulation of fibroblast growth factor receptor signaling pathway (GO:0040036)","3/8",0.000176963072843841,0.00387059657198869,0.00195601833734465,0.0502696712697575,-3.42873528528223,29.6227967091188,"Mmp2;rau;Hrs"
"17","assembly of actomyosin apparatus involved in cytokinesis (GO:0000912)","5/22",1.56869930036558e-05,0.000620239569529162,0.00039965717098151,0.0188654803890609,-2.67338820542906,29.5748346503272,"pav;polo;pnut;sti;scra"
"18","positive regulation of cellular process (GO:0048522)","12/97",2.383767347747e-08,3.50073261926273e-06,1.07749376173301e-05,0.00158237655294505,-1.65961713825115,29.129597668107,"RecQ4;CycA;CycB;Pvf1;Dl;CycE;vn;InR;upd3;dome;Klp61F;spi"
"19","mitotic centrosome separation (GO:0007100)","3/8",0.000176963072843841,0.00387059657198869,0.00195601833734465,0.0502696712697575,-3.36393029694791,29.0629095100676,"Klp61F;ncd;aurA"
"20","actomyosin contractile ring organization (GO:0044837)","5/21",1.22718739391269e-05,0.000573431200428293,0.000332063174070069,0.0184353498555074,-2.54879373961226,28.8222708589272,"pav;polo;pnut;sti;scra"
"21","female meiosis II (GO:0007147)","3/7",0.000111844213465892,0.00273752027245088,0.0014480644671136,0.0425317220626509,-3.05378320942841,27.7845521650246,"fzy;polo;mud"
