"","Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Z.score","Combined.Score","Genes"
"1","Metabolism of xenobiotics by cytochrome P450","6/64",4.4147137827733e-05,0.0008798219894923,0.000293740601114868,0.00526575540958067,-64.0737245246643,642.530185768606,"GstD9;GstE6;GstD5;GstD10;GstD1;GstT1"
"2","Other glycan degradation","4/22",6.28444278208786e-05,0.0008798219894923,0.000349260454340992,0.00526575540958067,-25.4322281279977,246.052948693926,"LManIV;LManIII;LManVI;LManV"
"3","Galactose metabolism","2/37",0.053196937240103,0.148951424272289,0.0966568705402886,0.270639237512808,-80.5050057768667,236.18191934499,"CG10863;Mal-A4"
"4","Alanine, aspartate and glutamate metabolism","2/29",0.0341575685027173,0.110355221316471,0.0648636448807186,0.209559468076168,-61.701547147616,208.352000755664,"CG1640;Ssadh"
"5","Biosynthesis of unsaturated fatty acids","2/25",0.0259068277270008,0.108808676453403,0.0506415518727916,0.209559468076168,-47.8971678761125,174.980267532707,"CG5009;ScpX"
"6","Amino sugar and nucleotide sugar metabolism","2/47",0.0809601775049154,0.188907080844803,0.141165520107356,0.312050097079419,-55.8633364145353,140.429136701318,"Pmm2;Cht5"
"7","Longevity regulating pathway","2/55",0.105675945009244,0.221919484519413,0.179368214577396,0.358193774256405,-60.8165030491899,136.677670379655,"Sod3;Hsp70Ba"
"8","Starch and sucrose metabolism","3/33",0.00436993279385167,0.0305895295569617,0.0120569954482375,0.0843989681376624,-24.6021110644402,133.663457594017,"Amy-d;Mal-A4;Amy-p"
"9","Mucin type O-glycan biosynthesis","2/24",0.0239905976187032,0.108808676453403,0.0472884211792699,0.209559468076168,-25.0254415999543,93.3472318233555,"C1GalTA;tgy"
"10","Arginine biosynthesis","1/15",0.140638800266658,0.250793529210034,0.196153733521364,0.358193774256405,-45.4140709739234,89.0824421175353,"CG1640"
"11","Fatty acid degradation","3/32",0.00400197867785202,0.0305895295569617,0.0111561892755157,0.0843989681376624,-15.6896585290007,86.6220771065024,"CG9547;CG3902;CG5009"
"12","Insect hormone biosynthesis","1/27",0.238831910157597,0.334364674220636,0.318076896108787,0.460663090916175,-53.88540861532,77.1636507584244,"CG10962"
"13","Terpenoid backbone biosynthesis","2/27",0.0299177735070281,0.110355221316471,0.0575961165804487,0.209559468076168,-21.0171986662637,73.7557087371181,"CG10962;Fnta"
"14","Butanoate metabolism","1/16",0.14928186262502,0.250793529210034,0.207078319316601,0.362387058804051,-36.4522054206495,69.3291444351309,"Ssadh"
"15","Fructose and mannose metabolism","2/29",0.0341575685027173,0.110355221316471,0.0648636448807186,0.209559468076168,-19.0205471203768,64.2280336750195,"CG10863;Pmm2"
"16","Glycerolipid metabolism","1/42",0.34601641350998,0.427432040218211,0.445307378888183,0.550085585685402,-60.2091198869499,63.898076496914,"CG10863"
"17","Lysine degradation","1/35",0.298007001524142,0.391134189500436,0.389116961751058,0.510716012298264,-50.8049222002666,61.50638452758,"CG9547"
"18","Valine, leucine and isoleucine degradation","2/32",0.0409231233578978,0.122769370073693,0.0763061325724281,0.228918397717284,-18.2816816684194,58.4293517401757,"CG5599;CG3902"
"19","Fatty acid biosynthesis","1/10",0.0960952336726024,0.212421042855226,0.139287330310656,0.312050097079419,-23.6266497326754,55.3434320073822,"ACC"
"20","Folate biosynthesis","1/40",0.332642998116217,0.423363815784277,0.429789725859553,0.547005105639431,-49.140350877193,54.0880688163135,"CG10863"
"21","Glycerophospholipid metabolism","1/63",0.471306538848505,0.532641109431228,0.58526741435023,0.65944051229124,-57.1967811809111,43.0260825201621,"Ace"
"22","Propanoate metabolism","2/22",0.0203436617603354,0.106804224241761,0.0408445406873957,0.209559468076168,-10.4577425146232,40.7327593999302,"ACC;CG5599"
"23","Nicotinate and nicotinamide metabolism","1/15",0.140638800266658,0.250793529210034,0.196153733521364,0.358193774256405,-19.7130982960869,38.668432498086,"CG6145"
"24","Cysteine and methionine metabolism","1/34",0.290868089663941,0.391134189500436,0.380648886107124,0.510716012298264,-29.2991038859852,36.1810360527625,"CG11134"
"25","SNARE interactions in vesicular transport","1/20",0.182997685268563,0.295611645433833,0.249344728539412,0.418899143946212,-20.0771150367013,34.0965985619379,"Bet1"
"26","alpha-Linolenic acid metabolism","1/13",0.123089687278623,0.246179374557246,0.173861729915011,0.358193774256405,-13.0590046037209,27.3565516414181,"CG5009"
"27","Tryptophan metabolism","1/21",0.191216777634723,0.297448320765124,0.259562574908725,0.419293390237171,-10.1806511856936,16.8423351741898,"CG9547"
"28","Glutathione metabolism","6/77",0.00012529889347483,0.00131563838148571,0.00074180790904813,0.00778898304500537,-1.35396467171834,12.1651133278581,"GstD9;GstE6;GstD5;GstD10;GstD1;GstT1"
"29","Neuroactive ligand-receptor interaction","1/54",0.420838064935196,0.490977742424395,0.530111760514437,0.618463720600177,-13.9329548201161,12.0590722007056,"TkR99D"
"30","Drug metabolism","7/96",5.22216199543251e-05,0.0008798219894923,0.000376125386398619,0.00526575540958067,-1.15700038836699,11.4080399965883,"CG3841;GstD9;GstE6;GstD5;GstD10;GstD1;GstT1"
"31","Pyruvate metabolism","2/46",0.0780138547945198,0.188907080844803,0.136528480201781,0.312050097079419,-3.95856806521866,10.0977879384633,"ACC;Men"
"32","Peroxisome","3/90",0.0622705103674972,0.16346008971468,0.129519773337416,0.312050097079419,-1.49198316776704,4.14214410184405,"Sod3;CG5009;ScpX"
"33","Lysosome","5/118",0.00683023252891766,0.040981395173506,0.0236810757844931,0.142086454706959,-0.71038754558533,3.54227401410592,"LManIV;LManIII;DNaseII;LManVI;LManV"
"34","Toll and Imd signaling pathway","1/65",0.481913384723492,0.532641109431228,0.596636653977789,0.65944051229124,-4.47720514328821,3.2683189261754,"PGRP-LB"
"35","Endocytosis","1/121",0.706507159992652,0.741525948794764,0.816142932507665,0.851402889814884,2.78913908365211,-0.969008118215761,"Hsp70Ba"
"36","Spliceosome","1/127",0.723870569061556,0.741525948794764,0.831131392438339,0.851402889814884,7.85390009556928,-2.53793028286429,"Hsp70Ba"
"37","Oxidative phosphorylation","1/144",0.76771095535377,0.76771095535377,0.867409761765762,0.867409761765762,10.9538135621613,-2.89555273153022,"CG40472"
"38","Pentose and glucuronate interconversions","1/45",0.365578154228037,0.438693785073645,0.467813338497106,0.561376006196527,3.79647141781686,-3.82029501397122,"CG10863"
"39","Protein export","1/23",0.207408949945678,0.311113424918517,0.279592354002124,0.419388531003186,4.98321958750501,-7.83891751207834,"Sec61gamma"
"40","Purine metabolism","1/99",0.633022193805103,0.681716208713188,0.749230900050231,0.806864046207941,18.7263435070843,-8.56261675123259,"CG4098"
"41","Phagosome","2/89",0.22519309817762,0.326141728395174,0.350058193115683,0.490081470361956,10.6022805322416,-15.8058483362217,"Sec61gamma;Cnx99A"
"42","Protein processing in endoplasmic reticulum","3/132",0.147726844322309,0.250793529210034,0.274725375277379,0.419388531003186,16.347611308694,-31.2630142266151,"Sec61gamma;Hsp70Ba;Cnx99A"
