"","Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Z.score","Combined.Score","Genes"
"1","positive regulation of insulin secretion (GO:0032024)","2/6",0.000366443244170586,0.0372632385137836,0.000982538475732884,0.0859190099938307,-4.23375677991319,33.4960734106594,"teq;unc-104"
"2","regulation of insulin secretion (GO:0050796)","2/8",0.000679572738853196,0.0372632385137836,0.00156691203636165,0.0859190099938307,-3.73569444442931,27.2483281749045,"teq;unc-104"
"3","protein tetramerization (GO:0051262)","2/7",0.000511347006294907,0.0372632385137836,0.0012583863150004,0.0859190099938307,-3.52869168133707,26.74205625867,"CG16985;CG16986"
"4","positive regulation of peptide hormone secretion (GO:0090277)","2/8",0.000679572738853196,0.0372632385137836,0.00156691203636165,0.0859190099938307,-3.34161845094358,24.3739196396018,"teq;unc-104"
"5","regulation of nervous system development (GO:0051960)","3/33",0.000593426285536996,0.0372632385137836,0.0012936067069011,0.0859190099938307,-2.94797768332007,21.9022877870069,"unc-104;insc;E(spl)mbeta-HLH"
"6","antibacterial humoral response (GO:0019731)","3/29",0.000403233275851342,0.0372632385137836,0.000914025598682195,0.0859190099938307,-2.48543263229477,19.426129810309,"DptA;DptB;CecA1"
"7","synaptic vesicle transport along microtubule (GO:0099517)","1/6",0.0296311484917149,0.1961510017371,0.0416451510825895,0.262691650619867,-5.32345806651252,18.7328718065147,"unc-104"
"8","negative phototaxis (GO:0046957)","1/6",0.0296311484917149,0.1961510017371,0.0416451510825895,0.262691650619867,-5.30278274492141,18.6601168145366,"Ptth"
"9","protein localization to cell cortex (GO:0072697)","1/8",0.0393137167418041,0.1961510017371,0.0532285594181032,0.262691650619867,-5.69202183835372,18.4204174471397,"mira"
"10","inositol phosphate metabolic process (GO:0043647)","1/7",0.0344844487396332,0.1961510017371,0.0474540957407294,0.262691650619867,-5.23239863034012,17.6187776371506,"Ipk2"
"11","protein homooligomerization (GO:0051260)","2/14",0.00216580559919166,0.0788348577910918,0.00408273401998614,0.144111395033463,-2.82267938751044,17.3170332800337,"CG16985;CG16986"
"12","negative energy taxis (GO:0052129)","1/6",0.0296311484917149,0.1961510017371,0.0416451510825895,0.262691650619867,-4.75685727784165,16.7390437708606,"Ptth"
"13","ornithine metabolic process (GO:0006591)","1/6",0.0296311484917149,0.1961510017371,0.0416451510825895,0.262691650619867,-4.59561904294808,16.1716578448644,"Odc1"
"14","polyol biosynthetic process (GO:0046173)","1/6",0.0296311484917149,0.1961510017371,0.0416451510825895,0.262691650619867,-4.58885813065292,16.1478666734608,"Ipk2"
"15","positive regulation of ecdysteroid biosynthetic process (GO:0045998)","1/7",0.0344844487396332,0.1961510017371,0.0474540957407294,0.262691650619867,-4.52476127918424,15.2359880183583,"Ptth"
"16","response to sucrose (GO:0009744)","2/18",0.00359429442816528,0.0788348577910918,0.00636544409120162,0.144111395033463,-2.63604870558853,14.8367564942679,"DopEcR;Mondo"
"17","regulation of cysteine-type endopeptidase activity involved in execution phase of apoptosis (GO:2001270)","1/6",0.0296311484917149,0.1961510017371,0.0416451510825895,0.262691650619867,-4.11470111875626,14.4793417392841,"eIF3m"
"18","response to lipopolysaccharide (GO:0032496)","1/7",0.0344844487396332,0.1961510017371,0.0474540957407294,0.262691650619867,-4.29018262346676,14.4461037863843,"Nos"
"19","response to disaccharide (GO:0034285)","2/17",0.00320534136369305,0.0788348577910918,0.00575100690132226,0.144111395033463,-2.50478818607055,14.3848399608086,"DopEcR;Mondo"
"20","positive regulation of protein secretion (GO:0050714)","2/18",0.00359429442816528,0.0788348577910918,0.00636544409120162,0.144111395033463,-2.40294106865034,13.5247317054717,"teq;unc-104"
"21","glycosphingolipid biosynthetic process (GO:0006688)","1/9",0.0441190702995301,0.1961510017371,0.0589687424611134,0.262691650619867,-4.28863635083558,13.3842471806891,"beta4GalNAcTA"
"22","neuron migration (GO:0001764)","1/7",0.0344844487396332,0.1961510017371,0.0474540957407294,0.262691650619867,-3.95627196937219,13.3217441989755,"robo2"
"23","asymmetric protein localization involved in cell fate determination (GO:0045167)","2/19",0.00400410728658061,0.0823344560803139,0.00700845690132344,0.144111395033463,-2.36656816052168,13.0644848111228,"insc;mira"
"24","positive regulation of ecdysteroid metabolic process (GO:0045966)","1/7",0.0344844487396332,0.1961510017371,0.0474540957407294,0.262691650619867,-3.86295304620053,13.0075163518909,"Ptth"
"25","regulation of ecdysteroid biosynthetic process (GO:0007554)","1/7",0.0344844487396332,0.1961510017371,0.0474540957407294,0.262691650619867,-3.8565166880359,12.9858435453433,"Ptth"
"26","positive regulation of steroid hormone biosynthetic process (GO:0090031)","1/7",0.0344844487396332,0.1961510017371,0.0474540957407294,0.262691650619867,-3.84556921258773,12.9489806934782,"Ptth"
"27","glutamine family amino acid catabolic process (GO:0009065)","1/8",0.0393137167418041,0.1961510017371,0.0532285594181032,0.262691650619867,-3.9994993811306,12.9431070843028,"Nos"
"28","cellular response to sucrose stimulus (GO:0071329)","1/8",0.0393137167418041,0.1961510017371,0.0532285594181032,0.262691650619867,-3.93221538150804,12.7253638296636,"DopEcR"
"29","cellular response to disaccharide stimulus (GO:0071324)","1/8",0.0393137167418041,0.1961510017371,0.0532285594181032,0.262691650619867,-3.90440348235339,12.635359467949,"DopEcR"
"30","response to molecule of bacterial origin (GO:0002237)","1/8",0.0393137167418041,0.1961510017371,0.0532285594181032,0.262691650619867,-3.82768828988891,12.3870951587344,"Nos"
"31","glutamate biosynthetic process (GO:0006537)","1/6",0.0296311484917149,0.1961510017371,0.0416451510825895,0.262691650619867,-3.49947355228606,12.3143995174192,"Got1"
"32","glycosphingolipid metabolic process (GO:0006687)","1/9",0.0441190702995301,0.1961510017371,0.0589687424611134,0.262691650619867,-3.93489367906008,12.2802647093196,"beta4GalNAcTA"
"33","positive regulation of phagocytosis (GO:0050766)","1/7",0.0344844487396332,0.1961510017371,0.0474540957407294,0.262691650619867,-3.60949553047431,12.15406233863,"CaBP1"
"34","aspartate family amino acid biosynthetic process (GO:0009067)","1/8",0.0393137167418041,0.1961510017371,0.0532285594181032,0.262691650619867,-3.71673633524705,12.028034463059,"Got1"
"35","negative regulation of cell migration (GO:0030336)","1/9",0.0441190702995301,0.1961510017371,0.0589687424611134,0.262691650619867,-3.67430873812047,11.4670147678967,"stl"
"36","filopodium assembly (GO:0046847)","1/9",0.0441190702995301,0.1961510017371,0.0589687424611134,0.262691650619867,-3.66538037540564,11.4391505696485,"unc-104"
"37","negative regulation of protein tyrosine kinase activity (GO:0061099)","1/7",0.0344844487396332,0.1961510017371,0.0474540957407294,0.262691650619867,-3.39404033809345,11.4285715277204,"Cbl"
"38","dicarboxylic acid biosynthetic process (GO:0043650)","1/7",0.0344844487396332,0.1961510017371,0.0474540957407294,0.262691650619867,-3.36589745030381,11.3338074783687,"Got1"
"39","mesoderm morphogenesis (GO:0048332)","1/7",0.0344844487396332,0.1961510017371,0.0474540957407294,0.262691650619867,-3.35998394666348,11.3138952520541,"miple2"
"40","carbohydrate homeostasis (GO:0033500)","3/41",0.00112635389410887,0.0463213038952272,0.00231950638479954,0.109016800085578,-1.66503819120191,11.3035604978826,"teq;Mondo;AkhR"
"41","cardioblast cell fate commitment (GO:0042684)","1/8",0.0393137167418041,0.1961510017371,0.0532285594181032,0.262691650619867,-3.48556625148891,11.2799260465693,"robo2"
