"","Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Z.score","Combined.Score","Genes"
"1","Insect hormone biosynthesis","4/27",0.000153454086466494,0.00874688292859017,0.000481583628765188,0.0274502668396157,-76.2189351244564,669.36300730419,"CG31075;Eo;shd;CG9360"
"2","Glycosphingolipid biosynthesis","2/10",0.00441460623444381,0.0503265110726594,0.00897428456000852,0.102306843984097,-77.5300674466728,420.432890220849,"Gal;Hexo1"
"3","Alanine, aspartate and glutamate metabolism","3/29",0.00314255904822778,0.0447814664372458,0.00664017583087469,0.0946225055899644,-68.3737879854226,394.018846955159,"AsnS;Gdh;CG8132"
"4","Glycosaminoglycan degradation","2/15",0.00996131592363734,0.0946325012745547,0.0177913115106616,0.169017459351285,-77.5300674466728,357.339654630773,"Gal;Hexo1"
"5","Lysine degradation","2/35",0.0494365611498012,0.281788398553867,0.0747598689730298,0.421983457347982,-67.7475974830598,203.721430870537,"CG31075;CG31751"
"6","Folate biosynthesis","2/40",0.0627165432711965,0.287516282629746,0.0930576652818672,0.421983457347982,-67.5614035087719,187.086310522429,"GstO2;Pu"
"7","Histidine metabolism","1/8",0.078758850427571,0.287516282629746,0.105367000221131,0.421983457347982,-63.6339912523741,161.717174075133,"CG31075"
"8","Glycolysis / Gluconeogenesis","2/54",0.105046348426035,0.2993820930142,0.149832522490351,0.421983457347982,-69.2461360050662,156.036030728213,"CG31075;fbp"
"9","beta-Alanine metabolism","3/19",0.000898215836317367,0.0217652723130562,0.0022440589791899,0.0557180054100581,-20.2793796087583,142.261879265771,"CG31075;CG15093;su(r)"
"10","Glycosaminoglycan biosynthesis","1/16",0.151342751538814,0.331789878373554,0.189885487110775,0.421983457347982,-63.2214585929886,119.375272529793,"CG9220"
"11","Citrate cycle (TCA cycle)","2/43",0.0711965905264944,0.287516282629746,0.104604708086501,0.421983457347982,-42.8899968018475,113.328682356964,"Idh;ATPCL"
"12","Arginine and proline metabolism","2/53",0.101811936982498,0.2993820930142,0.145564162888057,0.421983457347982,-49.26467899274,112.551461223751,"CG31075;Oat"
"13","Fatty acid elongation","1/15",0.14259061167261,0.32510659461355,0.179762300310231,0.421983457347982,-56.1578947368421,109.383089991319,"Elo68alpha"
"14","Metabolism of xenobiotics by cytochrome P450","2/64",0.138768840164724,0.32510659461355,0.193754097166235,0.421983457347982,-50.7180758483403,100.165448375418,"GstD7;GstE8"
"15","Arginine biosynthesis","1/15",0.14259061167261,0.32510659461355,0.179762300310231,0.421983457347982,-44.64394937016,86.9564850037091,"Gdh"
"16","Tryptophan metabolism","2/21",0.0191409940203269,0.149023090257438,0.0316033305372908,0.24376586662562,-21.5875432705043,85.3986580763612,"CG31075;Cat"
"17","Other glycan degradation","2/22",0.0209155214396404,0.149023090257438,0.0342127532106133,0.24376586662562,-21.1665072075016,81.8564658900907,"Gal;Hexo1"
