"","Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Z.score","Combined.Score","Genes"
"1","maturation of LSU-rRNA (GO:0000470)","8/23",1.31964369714506e-07,3.61252462093461e-05,1.97678974177919e-05,0.00541146191812054,-3.53077556790644,55.9300761513326,"CG6712;Non3;CG8545;NHP2;CG5033;CG3817;CG8939;Rbm13"
"2","rRNA processing (GO:0006364)","16/57",2.71710123861413e-12,2.97522585628248e-09,1.72644912287243e-08,1.89046178954532e-05,-1.72797418459914,46.0184676455051,"Nnp-1;CG8064;Mtr4;Rbm13;RpLP0-like;CG6712;Nop60B;CG1542;CG2972;CG9799;CG8545;nop5;NHP2;RIOK2;CG3817;CG1789"
"3","ribosome biogenesis (GO:0042254)","15/59",6.29497938096334e-11,2.29766747405162e-08,1.47215679629475e-07,5.37337230647582e-05,-1.61069674340468,37.8331462311631,"Nopp140;l(2)k09848;CG9004;Nnp-1;Ns1;RpLP0-like;Ns3;CG6712;Nop60B;CG1542;CG9799;nop5;mbm;CG1789;CG10286"
"4","regulation of insulin secretion (GO:0050796)","4/8",4.05798559429445e-05,0.00444349422575242,0.000929942595658566,0.113143015805125,-3.7149570035454,37.56653225323,"AdipoR;GABA-B-R2;daw;Akh"
"5","ribosomal large subunit biogenesis (GO:0042273)","14/49",4.89335722042451e-11,2.29766747405162e-08,1.14325224901015e-07,5.37337230647582e-05,-1.56767526593661,37.2174846462982,"Non3;l(2)k09848;Nle;RpL24;Ns1;Rbm13;RpLP0-like;CG6712;CG1542;CG8545;NHP2;CG3817;CG11583;CG10286"
"6","maturation of 5.8S rRNA (GO:0000460)","5/11",7.15401776606137e-06,0.00100274789621579,0.000288181714810284,0.0520598137035011,-2.66116604111735,31.5290599782244,"CG6712;CG3817;CG8939;Mtr4;Rbm13"
"7","rRNA metabolic process (GO:0016072)","9/36",5.19960081732563e-07,0.000113871257899431,5.40168367905396e-05,0.0118296872571282,-1.9953570421889,28.8718462463394,"CG6712;Nop60B;CG1542;CG9799;nop5;Nnp-1;Rrp46;RpLP0-like;CG1789"
"8","maturation of SSU-rRNA (GO:0030490)","8/37",7.32601202714735e-06,0.00100274789621579,0.000332802462031514,0.0520598137035011,-2.42164904157343,28.6337701878562,"CG2972;l(2)k09022;l(2)34Fd;CG1671;Tsr1;RIOK2;CG8064;CG7728"
"9","dicarboxylic acid transport (GO:0006835)","4/11",0.000178745976040768,0.0147093343058808,0.00233351823286524,0.237483994792604,-3.19344717281011,27.557995726191,"GC1;CG8026;Eaat1;dmGlut"
"10","methionine metabolic process (GO:0006555)","3/10",0.00233183299261829,0.10638988028821,0.0131092032589096,0.624112068195912,-4.52214293393101,27.4091633793495,"AhcyL1;Ahcy;Adi1"
"11","maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) (GO:0000463)","3/10",0.00233183299261829,0.10638988028821,0.0131092032589096,0.624112068195912,-4.311664902671,26.1334348517785,"Non3;CG5033;CG8939"
"12","ribosomal large subunit assembly (GO:0000027)","6/22",2.53555747341861e-05,0.00308492825932597,0.000664099973195171,0.090898683831089,-2.25998880972633,23.9163585665516,"CG6712;Non3;Nle;RpL24;RpLP0-like;CG11583"
"13","ribosomal subunit export from nucleus (GO:0000054)","3/12",0.00409827757813233,0.146155121621692,0.0196701801476133,0.75274167161508,-3.94121757343611,21.665615906638,"CG3224;Nmd3;Ns3"
