"","Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Z.score","Combined.Score","Genes"
"1","Fatty acid elongation","2/15",0.0138005891071183,0.096604123749828,0.0314108677688279,0.253451864849272,-71.0701754385965,304.396688406549,"spidey;CG16935"
"2","Biosynthesis of unsaturated fatty acids","3/25",0.00330548043154749,0.0539895137152757,0.0105827219921045,0.17285112587104,-52.9043389503776,302.198760404344,"Desat1;Desat2;spidey"
"3","Toll and Imd signaling pathway","7/65",1.33411179932924e-05,0.000653714781671327,0.00014960797970861,0.00733079100572188,-25.579955500188,287.126295973406,"PGRP-SC1b;Diap2;PGRP-SC1a;Takl2;Duox;modSP;p38b"
"4","Glyoxylate and dicarboxylate metabolism","2/33",0.0602403861254474,0.24598157667891,0.113904816818641,0.465111335342786,-84.2424123635322,236.671668273308,"Gs1;Mdh1"
"5","Citrate cycle (TCA cycle)","2/43",0.0953452709896492,0.291994892405801,0.171073573226182,0.465700282671273,-40.7440663414482,95.7587641040772,"Mdh1;SdhC"
"6","Peroxisome","6/90",0.000787011441829984,0.0192817803248346,0.00464964519657364,0.113916307316054,-12.1490057946745,86.8321975673518,"CG8306;CG30427;Pmp70;CG10096;CG5065;ADPS"
"7","Arginine biosynthesis","1/15",0.166958108650477,0.389568920184447,0.235628566459518,0.555667543591827,-46.1841925776867,82.6702748319116,"Gs1"
"8","Homologous recombination","1/23",0.244331490326143,0.443416408369667,0.332065226535595,0.610873809915498,-57.7360166341366,81.3632925875344,"Top3alpha"
"9","Insect hormone biosynthesis","1/27",0.280290609207713,0.457807995039264,0.3757006662592,0.610873809915498,-53.88540861532,68.5383774692604,"Jheh2"
"10","Phagosome","5/89",0.00452910524470589,0.0554815392476471,0.0187651711876053,0.229873347048165,-11.6527163868214,62.8924006806292,"Vha44;Vha55;Vha36-1;VhaAC39-1;Vha13"
"11","Nitrogen metabolism","2/18",0.0196371398779367,0.120277481752362,0.0425189091346093,0.260428318449482,-15.1108793683432,59.3907820084777,"Gs1;CAH1"
"12","Alanine, aspartate and glutamate metabolism","1/29",0.297625894749696,0.459773731857532,0.396456965368312,0.610873809915498,-45.8549751578255,55.5724683104954,"Gs1"
"13","Fatty acid biosynthesis","1/10",0.114644107650573,0.295661119730424,0.168551405525258,0.465700282671273,-24.1274265392179,52.2581399951402,"bgm"
"14","AGE-RAGE signaling pathway in diabetic complications","1/31",0.314545317763306,0.459773731857532,0.416535767214699,0.610873809915498,-45.0209450530997,52.0724459527571,"p38b"
"15","Glycerolipid metabolism","1/42",0.400600920212466,0.503319104882329,0.515795178768633,0.647782918156863,-56.4436965044014,51.6341042148249,"CG1941"
"16","Lysine degradation","1/35",0.347176083239361,0.459773731857532,0.454747006243163,0.610873809915498,-46.95431418145,49.6740575260598,"CG10947"
"17","Folate biosynthesis","1/40",0.385797346605117,0.497475525885546,0.499072483802294,0.643540834376642,-44.7543859649123,42.626004145778,"Pu"
"18","Inositol phosphate metabolism","1/47",0.43607369077396,0.508752639236287,0.555242501277311,0.647782918156863,-45.4140709739234,37.6911372816274,"Ipp"
"19","Vitamin B6 metabolism","1/6",0.0704475018652604,0.265532891645981,0.110761043856243,0.465111335342786,-12.8378278659448,34.0573130849148,"CG12237"
"20","Ether lipid metabolism","1/24",0.253485606519671,0.443583961062889,0.343246699370227,0.610873809915498,-24.7761293068806,34.0039549764565,"ADPS"
"21","Neuroactive ligand-receptor interaction","2/54",0.138887903654989,0.340275363954723,0.238143232967926,0.555667543591827,-16.7049925858691,32.9771274039628,"zetaTry;Dh44-R2"
"22","ABC transporters","2/21",0.0263218253994481,0.143307716063662,0.054863870712443,0.298703296101078,-8.65396923336371,31.4775740183801,"Pmp70;Mdr50"
"23","Fanconi anemia pathway","1/25",0.262529283078037,0.443583961062889,0.354244463961663,0.610873809915498,-23.5348402634497,31.475322354059,"Top3alpha"
"24","Amino sugar and nucleotide sugar metabolism","1/47",0.43607369077396,0.508752639236287,0.555242501277311,0.647782918156863,-36.6806440058415,30.4428816697918,"Cht7"
"25","Cysteine and methionine metabolism","1/34",0.339166379927173,0.459773731857532,0.445430949290048,0.610873809915498,-25.722553118653,27.8128834274339,"Mdh1"
"26","RNA polymerase","2/29",0.047790037149744,0.234171182033746,0.0927755017398878,0.45459995852545,-6.64998371173499,20.2221887605002,"RpI12;CG18600"
"27","Pantothenate and CoA biosynthesis","1/10",0.114644107650573,0.295661119730424,0.168551405525258,0.465700282671273,-8.95847208077734,19.4033577256513,"Ppat-Dpck"
"28","Tryptophan metabolism","1/21",0.225686550750561,0.443416408369667,0.30913907300918,0.610873809915498,-12.4620296026557,18.5510792805372,"Ddc"
"29","Phenylalanine metabolism","1/8",0.0928138013505468,0.291994892405801,0.140132435620827,0.465700282671273,-7.68552363655065,18.2697188206386,"Ddc"
