"","Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Z.score","Combined.Score","Genes"
"1","Arp2/3 complex-mediated actin nucleation (GO:0034314)","9/12",3.5612674383838e-11,8.86755592157567e-09,2.02264007284386e-06,0.00070509232939337,-3.39389926845197,81.651513017121,"Arpc1;Arpc3B;SCAR;Arpc2;Arpc3A;Arpc5;Arpc4;Arp3;Arp2"
"2","peptide metabolic process (GO:0006518)","21/72",1.87144677823721e-13,1.08731057815582e-10,1.84806207394512e-07,9.87961251813268e-05,-2.6998324623438,79.1237048688723,"GstD8;GstD9;GstE7;GstD7;GstE5;GstD4;Spase12;GstE6;GstD5;GstD2;GstD10;GstD3;Psn;GstD1;CG42335;svr;twr;GstS1;CG5849;GstT1;Psa"
"3","actin nucleation (GO:0045010)","9/15",7.29732975511366e-10,1.41324952924035e-07,7.59413621254582e-06,0.00189093991692391,-3.10968363666835,65.4225892148383,"Arpc1;Arpc3B;SCAR;Arpc2;Arpc3A;Arpc5;Arpc4;Arp3;Arp2"
"4","cytoskeleton-dependent cytokinesis (GO:0061640)","23/69",4.90545789526818e-16,4.27510655572622e-13,6.02554490029092e-09,5.25126238060354e-06,-1.80685218311983,63.6933698802335,"zip;Act5C;Act42A;ALiX;sau;pnut;aurB;sti;scra;sqh;Drp1;Rok;chic;feo;tsr;Rop;Sep2;Sep1;l(2)gd1;Rab1;pbl;Rho1;gammaCOP"
"5","mitotic cytokinesis (GO:0000281)","23/65",1.0715588563008e-16,1.86772708653229e-13,2.36121765175445e-09,4.115602367008e-06,-1.61166204960324,59.2644350081774,"zip;Act5C;Act42A;ALiX;sau;pnut;aurB;sti;scra;sqh;Drp1;Rok;chic;feo;tsr;Rop;Sep2;Sep1;l(2)gd1;Rab1;pbl;Rho1;gammaCOP"
"6","DNA replication (GO:0006260)","16/41",8.53925170548519e-13,3.72097893066517e-10,2.26726621184915e-07,9.87961251813268e-05,-2.05019578494051,56.9727529504632,"RecQ4;DNApol-epsilon255;PCNA;DNApol-alpha60;DNApol-alpha73;Orc6;dpa;RpA-70;Orc2;SuUR;Mcm6;DNApol-epsilon58;Mcm10;DNApol-alpha180;Mcm2;Ctf4"
"7","regulation of plasma membrane bounded cell projection assembly (GO:0120032)","9/18",6.38554164786407e-09,7.41999939481804e-07,2.29828629420288e-05,0.00436970828105644,-2.84240350680296,53.6339641576294,"tsr;twf;cpb;cpa;SCAR;Tm1;Arp2;N;Rho1"
"8","cell projection assembly (GO:0030031)","8/15",2.38085398669344e-08,2.07491424940333e-06,4.67110347271117e-05,0.00599546649210129,-2.69559108640445,47.316307420335,"Sra-1;parvin;SCAR;Pvf1;Arpc2;vn;Abi;Arpc4"
"9","negative regulation of stress-activated MAPK cascade (GO:0032873)","9/23",9.01943745309407e-08,6.55036645030957e-06,0.000103805982804304,0.00952283305410012,-2.71197895950275,43.9918209829423,"flw;Rala;cpb;cpa;Ptp61F;ics;Usp5;N;SkpA"
"10","substrate adhesion-dependent cell spreading (GO:0034446)","6/10",5.92043809450885e-07,3.55838744783756e-05,0.000269771280635831,0.0204185878036171,-2.95774824958356,42.4131788068289,"parvin;LanB2;mys;Ilk;LanA;mew"
"11","negative regulation of JNK cascade (GO:0046329)","10/26",2.07371455868897e-08,2.00804693099715e-06,4.81563573662754e-05,0.00599546649210129,-2.26797217543127,40.1234652150586,"flw;sgg;Rala;cpb;cpa;Ptp61F;ics;Usp5;N;SkpA"
"12","regulation of filopodium assembly (GO:0051489)","11/33",2.31709449773414e-08,2.07491424940333e-06,5.9068051001693e-05,0.00643472580599694,-2.24079975449539,39.3940814184924,"Sra-1;chic;Arpc1;cpb;cpa;SCAR;Abi;Arp3;Arp2;N;Rho1"
"13","cortical actin cytoskeleton organization (GO:0030866)","11/32",1.60024526009627e-08,1.6407220519693e-06,4.69036383786211e-05,0.00599546649210129,-2.17729080122005,39.0835104315048,"Sra-1;Rab21;Galphai;SCAR;Arpc2;Abi;Arpc4;loco;Rho1;Galphao;Rok"
"14","cell morphogenesis (GO:0000902)","17/58",3.457208327524e-11,8.86755592157567e-09,2.59058265726609e-06,0.0007525642619358,-1.6017781728221,38.5835919438441,"Sra-1;Arpc1;Mtl;SCAR;Arpc2;Abi;Arp3;capt;fry;Arp2;IKKepsilon;chic;tsr;cpb;cpa;Arpc5;Arpc4"
"15","establishment of endothelial barrier (GO:0061028)","5/9",9.30636490876899e-06,0.000306056491244988,0.00116548474780181,0.0495473150102086,-3.25073949464635,37.6592058840448,"Galphai;Tsp2A;Ssk;loco;Galphao"
"16","positive regulation of Wnt protein secretion (GO:0061357)","5/9",9.30636490876899e-06,0.000306056491244988,0.00116548474780181,0.0495473150102086,-3.21266522915948,37.2181226766038,"Snx3;Flo2;Hrs;wls;mop"
"17","regulation of lamellipodium organization (GO:1902743)","5/8",4.27217929676185e-06,0.00016923655714218,0.000789483194068532,0.0393162630646129,-2.96536520105411,36.6619560556473,"tsr;twf;cpb;cpa;Tm1"
"18","regulation of Wnt protein secretion (GO:0061356)","5/9",9.30636490876899e-06,0.000306056491244988,0.00116548474780181,0.0495473150102086,-3.10380682000127,35.9570184726372,"Snx3;Flo2;Hrs;wls;mop"
"19","actin polymerization or depolymerization (GO:0008154)","6/14",7.41278300751118e-06,0.00026917668296025,0.00105331706572149,0.0487475291919716,-2.96420759235609,35.0141230218316,"chic;tsr;twf;ALiX;capt;flr"
"20","cortical cytoskeleton organization (GO:0030865)","11/38",1.20766794239891e-07,8.09602009077422e-06,0.000168745067733517,0.0133692115027054,-2.11290498235723,33.6573180735049,"Sra-1;Rab21;Galphai;SCAR;Arpc2;Abi;Arpc4;scra;loco;Rho1;Galphao"
"21","regulation of lamellipodium assembly (GO:0010591)","7/18",2.70071015180793e-06,0.000111931342341433,0.00063825375165385,0.0358863319075052,-2.61693888717649,33.5543794211478,"tsr;twf;cpb;cpa;SCAR;Tm1;Arp3"
"22","glutathione metabolic process (GO:0006749)","14/47",1.49126911356288e-09,2.5992820649401e-07,1.70594558129799e-05,0.003716828935253,-1.6464517255158,33.4618893897072,"GstD8;GstD9;GstE7;GstD7;GstE5;GstD4;GstE6;GstD5;GstD2;GstD10;GstD3;GstD1;GstS1;GstT1"
"23","sensory organ precursor cell division (GO:0045035)","5/11",3.19880120718202e-05,0.000813644620134297,0.00229084198895077,0.0780335209621814,-3.22487099582482,33.3778964351713,"l(2)gd1;CycE;scra;spdo;IKKepsilon"
"24","septin ring organization (GO:0031106)","4/8",0.000135489178968473,0.00251231530789413,0.00498140366095919,0.125834588131187,-3.74540562873648,33.358900114786,"Sep2;Sep1;pnut;scra"
"25","cytoskeleton organization (GO:0007010)","14/53",8.46383677924176e-09,9.2202921913865e-07,5.23934222012888e-05,0.00608811565978976,-1.66216882181316,30.8955018843195,"Vinc;Act5C;Act42A;Act87E;mael;Ilk;Psn;scra;Arp3;Arp2;Arp1;Orc6;jub;Nct"
"26","positive regulation of protein secretion (GO:0050714)","7/18",2.70071015180793e-06,0.000111931342341433,0.00063825375165385,0.0358863319075052,-2.36691966611607,30.3486340187046,"Snx3;tsr;Flo2;Hrs;Rab1;wls;mop"
"27","multivesicular body sorting pathway (GO:0071985)","6/17",2.76587203458058e-05,0.00076522459623396,0.00233673964843478,0.0780335209621814,-2.88172452472354,30.2453400190245,"Vps2;Vps60;Rab5;CHMP2B;Hrs;Vps28"
"28","lamellipodium assembly (GO:0030032)","4/8",0.000135489178968473,0.00251231530789413,0.00498140366095919,0.125834588131187,-3.32453750799154,29.6103882063003,"tsr;Mtl;Abi;SH3PX1"
"29","actomyosin contractile ring assembly (GO:0000915)","8/23",1.37805925302561e-06,6.49177642709089e-05,0.000481837696424215,0.0311053001802743,-2.1821588382355,29.447872128126,"chic;tsr;sau;pnut;sti;scra;pbl;Rho1"
"30","lamellipodium organization (GO:0097581)","4/8",0.000135489178968473,0.00251231530789413,0.00498140366095919,0.125834588131187,-3.28625584505697,29.2694280282453,"tsr;Mtl;Abi;SH3PX1"
