"","Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Z.score","Combined.Score","Genes"
"1","Alanine, aspartate and glutamate metabolism","5/29",0.00164387930802601,0.0268674393997652,0.0630028471782256,0.998887066742395,-68.3737879854226,438.323596400381,"r;b;CG11241;CG9674;AdSS"
"2","Mitophagy","5/36",0.00438407622859478,0.0475985419104576,0.118908523738739,0.998887066742395,-58.7314650541347,318.898719457167,"foxo;crc;Src64B;Marf;sima"
"3","Longevity regulating pathway","5/55",0.0253443042795794,0.170310180793335,0.34011633295967,0.998887066742395,-68.5177190868231,251.816407344903,"foxo;rut;chico;AMPKalpha;Sod2"
"4","FoxO signaling pathway","7/65",0.00347664717290163,0.044037530856754,0.176034764175638,0.998887066742395,-33.8515642473798,191.656958036196,"foxo;nej;chico;Smox;AMPKalpha;Sod2;Egfr"
"5","Glycolysis / Gluconeogenesis","4/54",0.0809896277923625,0.307760585610978,0.516248917237269,0.998887066742395,-68.4930513285565,172.152776606838,"Pgi;PyK;CG9008;muc"
"6","Galactose metabolism","3/37",0.101263989020662,0.340708055307891,0.478433306659783,0.998887066742395,-74.8674003303074,171.448174971311,"Mal-A8;CG7997;Mal-B1"
"7","Lysine degradation","3/35",0.0890795685269613,0.322383200383288,0.44433043781737,0.998887066742395,-59.2762598416632,143.34335006852,"E(z);trx;G9a"
"8","Hedgehog signaling pathway","3/38",0.10759201746565,0.340708055307891,0.495120004938664,0.998887066742395,-52.8401612849968,117.802321678633,"rdx;Gprk2;ptc"
"9","ECM-receptor interaction","2/12",0.0496262519691318,0.212370077959945,0.225235783544232,0.998887066742395,-34.6912974367515,104.186129470598,"Tsp;wb"
"10","Glycine, serine and threonine metabolism","2/27",0.197115920867419,0.43970562991567,0.56409647836608,0.998887066742395,-58.7029505339305,95.3314368286983,"CG11241;ppl"
"11","Starch and sucrose metabolism","4/33",0.0171146022622036,0.144523307991941,0.210406360942402,0.998887066742395,-23.0973947913858,93.9561194637945,"Mal-A8;Pgi;Mal-B1;GlyS"
"12","Basal transcription factors","3/39",0.114069495553937,0.346771266483968,0.511539207416183,0.998887066742395,-38.5981358810489,83.7945229752015,"mia;Taf4;Taf1"
"13","Glycosphingolipid biosynthesis","1/10",0.2652841263334,0.48003794288901,0.518245091235956,0.998887066742395,-50.4190190923239,66.9037116249308,"CG7997"
"14","Wnt signaling pathway","9/91",0.00176759469735298,0.0268674393997652,0.189115833034416,0.998887066742395,-9.33105318206552,59.1414802152838,"shf;esn;nej;Notum;gro;Myc;Rac2;pan;ebi"
"15","AGE-RAGE signaling pathway in diabetic complications","2/31",0.242099905867457,0.472129297374569,0.635443179574766,0.998887066742395,-41.6848246341964,59.1259555089967,"Smox;Rac2"
"16","Caffeine metabolism","1/6",0.168849225680784,0.388864883386048,0.371526695182902,0.998887066742395,-31.4450343463845,55.9328271091696,"AOX3"
"17","Glycerolipid metabolism","2/42",0.365777108437008,0.589571800154847,0.784698053125177,0.998887066742395,-50.4190190923239,50.7079767645844,"wun;CG7997"
"18","TGF-beta signaling pathway","4/41",0.0350817118616667,0.177747340099111,0.326098429984643,0.998887066742395,-14.2713788643731,47.8101940285015,"nej;Smox;Myc;tkv"
"19","Dorso-ventral axis formation","2/28",0.20828161417058,0.43970562991567,0.582828188896148,0.998887066742395,-25.0072429651866,39.2329682466553,"spir;Egfr"
"20","Circadian rhythm","1/9",0.242276876284318,0.472129297374569,0.48512155257785,0.998887066742395,-25.722553118653,36.4661970837034,"tim"
"21","Cysteine and methionine metabolism","2/34",0.276128869683586,0.488041723161687,0.682743560428511,0.998887066742395,-20.715382044388,26.6583683462868,"CG11241;Sam-S"
