"","Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Z.score","Combined.Score","Genes"
"1","Hedgehog signaling pathway","4/38",0.00122310222561141,0.0287429023018682,0.00616267496811784,0.143581270258081,-66.3394725621857,444.896706283555,"dco;gish;CkIalpha;slmb"
"2","Inositol phosphate metabolism","4/47",0.00270926244976977,0.0318338337847948,0.0122196825751559,0.143581270258081,-74.6786919169298,441.431635580752,"sktl;Pi3K92E;Ocrl;Ipk2"
"3","AGE-RAGE signaling pathway in diabetic complications","2/31",0.0562766707664442,0.16531272037643,0.11630133354197,0.35245476937455,-59.1994568334386,170.344969087685,"Akt1;Pi3K92E"
"4","Folate biosynthesis","2/40",0.0878774231680286,0.217380994152492,0.171735817004294,0.424820178905359,-61.421052631579,149.36447458896,"CG12766;Mocs1"
"5","Dorso-ventral axis formation","2/28",0.0468596825382023,0.147027745687555,0.0990669090775494,0.35245476937455,-40.7440663414482,124.701192498681,"pnt;enc"
"6","Glycosaminoglycan degradation","1/15",0.170745995508869,0.321002471556675,0.250837100416516,0.506869335301936,-63.2214585929886,111.748874078233,"CG15117"
"7","Longevity regulating pathway","2/55",0.148722291008485,0.293313552078223,0.270611519867582,0.508749657351054,-58.5061382378999,111.493657537947,"Akt1;Pi3K92E"
"8","FoxO signaling pathway","3/65",0.0469237486236878,0.147027745687555,0.119984602340272,0.35245476937455,-30.6379352693444,93.7285325178976,"dco;Akt1;Pi3K92E"
"9","Circadian rhythm","1/9",0.106242059278254,0.23996939259617,0.165003476847494,0.424820178905359,-38.5981358810489,86.538379692437,"dco"
"10","Phosphatidylinositol signaling system","4/63",0.00775779309512938,0.0607693792451801,0.0303861059736096,0.238024496793275,-14.6689139970218,71.2770948166374,"sktl;Pi3K92E;Ocrl;Ipk2"
"11","Galactose metabolism","1/37",0.370032414783281,0.473882114458609,0.49757139217656,0.635514044199724,-63.5921894371888,63.2211080047027,"CG12766"
"12","Steroid biosynthesis","1/6",0.0721401186940399,0.188365865478882,0.118534551355258,0.35245476937455,-21.6330206357016,56.8763471345375,"Lip4"
"13","Toll and Imd signaling pathway","3/65",0.0469237486236878,0.147027745687555,0.119984602340272,0.35245476937455,-17.5951310408205,53.8275767416459,"hep;slmb;Myd88"
"14","Lysine degradation","1/35",0.354084906132074,0.473882114458609,0.478928155451962,0.635514044199724,-48.4945573889767,50.3479488989548,"gpp"
"15","Glycerolipid metabolism","1/42",0.408206297005823,0.479642398981842,0.541359995032192,0.636097994162826,-55.6906118278917,49.8978193175579,"CG12766"
"16","Wnt signaling pathway","5/91",0.00551290179225689,0.0518212768472147,0.0269489644436148,0.238024496793275,-9.33105318206552,48.5276737972607,"dco;Apc;CkIalpha;slmb;CtBP"
"17","Notch signaling pathway","3/22",0.00243674439189534,0.0318338337847948,0.00938270652333215,0.143581270258081,-6.57695167808435,39.5741259324987,"Dl;fng;CtBP"
"18","ABC transporters","2/21",0.0275422219584786,0.147027745687555,0.0623165155065073,0.35245476937455,-8.81605893618003,31.6675932111963,"MRP;l(2)03659"
"19","Fanconi anemia pathway","1/25",0.268111082103219,0.434524857201769,0.375025234868237,0.635514044199724,-23.5348402634497,30.9801787404718,"DNApol-iota"
"20","N-Glycan biosynthesis","1/38",0.377858491116362,0.473882114458609,0.50664567311378,0.635514044199724,-29.5913134145417,28.7993171676782,"alpha-Man-Ic"
"21","Basal transcription factors","1/39",0.385587731372162,0.473882114458609,0.515558889164631,0.635514044199724,-29.2991038859852,27.921651453783,"Trf2"
