"","Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Z.score","Combined.Score","Genes"
"1","cellular lipid biosynthetic process (GO:0097384)","2/7",0.00294173876644668,0.100538248429737,0.00750187388580331,0.256387572214807,-5.21049122442503,30.3706739386221,"CG5065;ADPS"
"2","ATP hydrolysis coupled proton transport (GO:0015991)","5/31",3.27015208602037e-05,0.00542205849302549,0.000181735764402578,0.0276989231341455,-2.59439579881529,26.7951506378555,"Vha44;Vha55;Vha36-1;VhaAC39-1;Vha13"
"3","wax biosynthetic process (GO:0010025)","4/18",5.59937193771995e-05,0.00542205849302549,0.000286047398975685,0.0276989231341455,-2.46216028888458,24.1052165413214,"CG8306;CG30427;CG10096;CG5065"
"4","wax metabolic process (GO:0010166)","4/18",5.59937193771995e-05,0.00542205849302549,0.000286047398975685,0.0276989231341455,-2.45875977028253,24.0719245425733,"CG8306;CG30427;CG10096;CG5065"
"5","long-chain fatty-acyl-CoA metabolic process (GO:0035336)","4/19",7.02534832736905e-05,0.00583103911171631,0.000342276981903338,0.0284089894979771,-2.49735500677288,23.8832065375389,"CG8306;CG30427;CG10096;CG5065"
"6","ATP hydrolysis coupled cation transmembrane transport (GO:0099132)","5/31",3.27015208602037e-05,0.00542205849302549,0.000181735764402578,0.0276989231341455,-2.18674668013385,22.5849142708963,"Vha44;Vha55;Vha36-1;VhaAC39-1;Vha13"
"7","energy coupled proton transmembrane transport, against electrochemical gradient (GO:0015988)","5/33",4.47863273905e-05,0.00542205849302549,0.000236248812311075,0.0276989231341455,-2.1492305727923,21.5215517210169,"Vha44;Vha55;Vha36-1;VhaAC39-1;Vha13"
"8","fatty-acyl-CoA metabolic process (GO:0035337)","4/22",0.000128856509646558,0.00935820401308129,0.000558135102099773,0.040534561789996,-2.24524978209079,20.1102781727938,"CG8306;CG30427;CG10096;CG5065"
"9","response to salt stress (GO:0009651)","2/10",0.00615450009769662,0.162534752580079,0.0133551775949713,0.366705195788529,-3.75492137826539,19.1146966599019,"Dh44-R2;p38b"
"10","fatty acid derivative biosynthetic process (GO:1901570)","4/24",0.000183657336867808,0.0118561014133552,0.000746916437454901,0.0482176055734775,-2.20187048564239,18.9414561780226,"CG8306;CG30427;CG10096;CG5065"
