"","Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Z.score","Combined.Score","Genes"
"1","cytoplasmic translation (GO:0002181)","78/107",1.51577731493231e-95,2.26153975387901e-92,1.66949628413556e-52,2.49088845593026e-49,-1.33607599983272,291.705012695673,"RpS24;RpS23;RpS21;RpS20;RpS7;RpS8;RpS6;RpL34a;RpL23A;RpL34b;RpS29;RpL35A;RpS27;RpS26;RpS25;RpL27A;RpL40;RpS15Aa;RpS13;sta;RpS12;RpS11;RpL35;RpS18;RpS17;RpS16;RpS15;RpL7A;RpL37a;RpL18A;RpLP1;RpS3;RpLP0;RpS4;RpS28b;RpL32;RpS2;RpL31;RpL30;RpL29;RpL28;RpL27;RpL26;RpL7-like;RpL13A;RpS3A;RpL37A;RpL23;RpL22;RpS19a;RpL21;RpL4;RpL5;RpL19;RpL18;RpL17;RpL3;RpL24-like;eIF4H1;RpL15;RpS30;RpL14;RpL13;RpL36A;RpL8;eIF3m;RpL10Ab;RpL9;RpL6;RpL7;RpS10b;RpS14b;RpS5a;RpS14a;RpL12;RpS27A;RpL11;RpL10"
"2","translation (GO:0006412)","88/225",1.60574111200232e-74,1.19788286955373e-71,2.12172835030766e-42,1.58280934932952e-39,-1.17626688361968,199.868576953809,"RpS24;RpS23;eEF2;RpS21;RpS20;RpS7;RpS8;RpS6;RpL34a;RpL23A;RpL34b;RpS29;RpL35A;RpS27;RpS26;RpS25;RpL27A;RpL40;pix;eEF1delta;RpS15Aa;RpS13;sta;RpS12;RpS11;eEF1beta;RpL35;RpS18;RpS17;RpS16;RpS15;RpL7A;CG13096;RpL37a;RpL18A;RpLP1;RpS3;RpLP0;RpS4;RpS28b;RpL32;RpS2;RpL31;RpL30;RpL29;eIF1A;RpL28;RpL27;eEF1alpha2;RpL26;eEF1alpha1;eEF1gamma;RpL7-like;RpL13A;RpS3A;mRpL45;RpL37A;RpL23;RpL22;RpS19a;RpL21;RpL4;RpL5;RpL19;RpL18;RpL17;RpL3;RpL24-like;eIF4H1;RpL15;RpS30;RpL14;RpL13;RpL36A;RpL8;eIF3m;RpL10Ab;RpL9;RpL6;RpL7;RpS10b;RpS14b;RpS5a;RpS14a;RpL12;RpS27A;RpL11;RpL10"
"3","ribosome assembly (GO:0042255)","19/47",3.46637468638471e-17,1.72394367736199e-14,4.8453339859569e-10,2.40974610234923e-07,-1.65620169553539,62.7714309853007,"sta;RpL5;RpL3;RpL24-like;RpL23A;RpS27;RpS15;RpL6;RpS10b;RpS14b;RpS5a;RpS14a;RpL12;RpLP0;RpS28b;RpL11;RpS19a;RpL10;CG13185"
"4","maturation of LSU-rRNA (GO:0000470)","8/23",2.25301981119421e-07,1.68075277915088e-05,0.00013673067521247,0.014571583386929,-3.41576190878656,52.2810512722916,"CG13096;CG4364;Ip259;RpL35;RpL7-like;RpL10Ab;RpL7A;RpL7"
"5","ribosomal large subunit assembly (GO:0000027)","10/22",2.86792677994106e-10,3.88995159606551e-08,2.98279469628427e-06,0.000556291210857016,-2.25631383696806,49.5763177366225,"RpL5;RpL3;RpL24-like;RpL12;RpL23A;RpLP0;RpL11;RpL10;CG13185;RpL6"
"6","ribosomal large subunit biogenesis (GO:0042273)","17/49",3.32320993981765e-14,8.26371538367988e-12,2.57256835379944e-08,9.59567995967192e-06,-1.56353526021668,48.5247235337954,"RpL5;RpL3;RpL24-like;RpL26;RpL14;RpL23A;RpL35A;RpL10Ab;RpL6;RpL7A;CG13096;Ip259;RpL12;RpLP0;RpL11;RpL10;CG13185"
"7","cellular macromolecule biosynthetic process (GO:0034645)","30/166",2.80770790350729e-15,8.37820038406574e-13,7.83376029034875e-08,2.33759407064007e-05,-1.40855340426715,47.1955649646018,"RpS23;eEF2;eIF1A;eEF1alpha2;RpS20;mtRNApol;RpS8;eEF1alpha1;RecQ5;eEF1gamma;RpL34a;RpS27;E(bx);ash2;RpL40;pix;eEF1delta;sta;eEF1beta;RpL24-like;Nipped-A;eIF3m;RpL10Ab;RpL7A;CG13096;spen;RpS14b;RpS5a;RpS14a;RpS4"
"8","ribosomal small subunit assembly (GO:0000028)","9/24",1.79180604893325e-08,1.67085914063025e-06,3.21821694491334e-05,0.00400131640150892,-2.56641090557949,45.7782433176802,"RpS10b;sta;RpS14b;RpS5a;RpS14a;RpS28b;RpS19a;RpS27;RpS15"
"9","ribosomal small subunit biogenesis (GO:0042274)","12/37",5.07599820988773e-10,5.82568409934807e-08,5.32301493348146e-06,0.000794193828075434,-1.89213621914207,40.4942273408667,"LTV1;RpS10b;sta;RpS7;RpS14b;RpS5a;RpS14a;RpS28b;RpS19a;RpS27;CG12288;RpS15"
"10","ribonucleoprotein complex assembly (GO:0022618)","23/107",1.07465869408669e-13,2.29055824511048e-11,1.88694370707371e-07,4.69220001825661e-05,-1.32171232089946,39.4684487280138,"sta;RpL5;RpL3;RpL24-like;eIF4H1;RpL23A;RpS27;RpS15;RpL6;Edc3;RpS10b;Sf3a2;hfp;RpS14b;RpS5a;RpS14a;RpL12;RpLP0;RpS28b;RpL11;RpS19a;RpL10;CG13185"
"11","maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) (GO:0000463)","4/10",0.000152478733156682,0.00355466046671514,0.0047518844267694,0.221556611398123,-4.2011978212793,36.9221658255341,"CG4364;RpL35;RpL7-like;RpL7"
"12","peptide biosynthetic process (GO:0043043)","19/94",4.73411862011374e-11,7.84811664578855e-09,4.86641210310287e-06,0.000794193828075434,-1.48740028571862,35.3609196054851,"sta;RpS23;eIF1A;eEF1alpha2;RpS20;RpL24-like;RpS8;RpL34a;eIF3m;RpL10Ab;RpS27;RpL7A;CG13096;RpS14b;RpS5a;RpS14a;RpS4;RpL40;pix"
"13","regulation of transcription, DNA-templated (GO:0006355)","60/623",2.32410026618806e-15,8.37820038406574e-13,3.05327252101712e-05,0.00400131640150892,-1.04172594937108,35.1014177789423,"gce;lola;jim;CG9727;Rbfox1;Samuel;E(z);Bap170;Usp47;Myc;Myb;Gug;pan;Cfp1;ftz-f1;vig2;Bap111;Eaf;Nipped-A;Aatf;vnd;foxo;Hr39;bsf;Smr;trx;CG4404;Met;HDAC4;D19B;D19A;E(Pc);Art4;E(bx);ash2;kis;CG12391;EcR;crc;bigmax;tkv;sima;crm;Sin3A;cg;Acf;gro;CG8036;ebi;Kdm4B;Nap1;spen;sno;nsl1;CG4707;Ptx1;osa;Scm;Taf4;Daxx"
"14","translational elongation (GO:0006414)","7/20",1.25899256292951e-06,8.53825865404921e-05,0.000350027302246022,0.0348160489967377,-2.500699610943,33.9725011287919,"eEF2;eEF1beta;eEF1alpha2;eEF1alpha1;eEF1gamma;Rack1;eEF1delta"
"15","cellular protein metabolic process (GO:0044267)","21/132",5.0618341432202e-10,5.82568409934807e-08,3.96380650944305e-05,0.00454923024006849,-1.4175905105047,30.3422802802656,"sta;RpS23;eIF1A;eEF1alpha2;RpS20;RpL24-like;RpS8;g;RpL34a;eIF3m;RpL10Ab;RpS27;RpL7A;CG13096;RpS14b;RpS5a;RpS14a;SCAP;RpS4;RpL40;pix"
"16","gene expression (GO:0010467)","27/164",7.24498536641916e-13,1.35118977083717e-10,1.77457554838081e-06,0.000378238102597739,-1.06281685947114,29.7092349605745,"RpS23;sbr;eIF1A;eEF1alpha2;RpS20;mtRNApol;RpS8;RpL34a;RpS27;E(bx);ash2;PNUTS;RpL40;pix;sta;tho2;RpL24-like;Nipped-A;eIF3m;RpL10Ab;RpL7A;CG13096;spen;RpS14b;RpS5a;RpS14a;RpS4"
"17","cellular response to nutrient levels (GO:0031669)","11/64",3.17387757110306e-06,0.000163290528830544,0.0015868629910492,0.0953739950458886,-2.22948068022869,28.2264661378378,"HDAC4;foxo;Bruce;Atg17;Atg2;chico;AMPKalpha;Myc;Dcp-1;Rack1;GlyS"
"18","positive regulation of histone modification (GO:0031058)","4/10",0.000152478733156682,0.00355466046671514,0.0047518844267694,0.221556611398123,-3.16345269786366,27.8019579321281,"E(z);Su(z)2;Tctp;ebi"
"19","regulation of gene silencing (GO:0060968)","7/24",5.05661538861821e-06,0.000243370005155431,0.000865359567014016,0.0733835890085339,-2.07022232714803,25.2459745496292,"puf;Samuel;Hr39;Usp47;CG8036;vig2;jim"
"20","regulation of nucleic acid-templated transcription (GO:1903506)","27/246",8.77545745921385e-09,9.35213037796218e-07,0.000936047779053501,0.0735043834919907,-1.36033670625348,25.2360237751707,"HDAC4;gce;D19B;D19A;lola;Art4;CG12391;crc;Myc;bigmax;pan;sima;crm;cg;ftz-f1;Acf;gro;Nipped-A;foxo;Nap1;Hr39;spen;sno;CG4707;osa;Taf4;Met"
"21","regulation of cellular macromolecule biosynthetic process (GO:2000112)","28/266",1.17424380066438e-08,1.16798116706084e-06,0.00135403939215434,0.0918284896861037,-1.35810738744035,24.7991174612806,"HDAC4;gce;D19B;D19A;lola;Art4;CG12391;crc;Myc;bigmax;pan;sima;crm;cg;ftz-f1;Acf;gro;glo;Nipped-A;foxo;Nap1;Hr39;spen;sno;CG4707;osa;Taf4;Met"
"22","rRNA pseudouridine synthesis (GO:0031118)","3/7",0.000888680353329607,0.0135297049710997,0.0127303915131332,0.301488002184043,-3.52013314957307,24.731656243893,"CG7637;CG4038;RluA-1"
"23","histone H3-K9 methylation (GO:0051567)","3/7",0.000888680353329607,0.0135297049710997,0.0127303915131332,0.301488002184043,-3.25241162648511,22.8507056102768,"E(z);vig2;G9a"
"24","ecdysone receptor-mediated signaling pathway (GO:0035076)","4/12",0.000342392212445279,0.0065833116173614,0.00795488717708666,0.301488002184043,-2.85906737837305,22.8140815575136,"E(bx);EcR;pzg;G9a"
"25","positive regulation of RNA export from nucleus (GO:0046833)","2/6",0.012719087446621,0.0958428205573662,0.0613054062459846,0.609784440793394,-5.21086913075027,22.7436275868154,"sbr;Nup358"
"26","regulation of gene expression (GO:0010468)","42/458",2.02790795875204e-10,3.02563867445804e-08,0.00126932942348859,0.0901828333259514,-1.00694474261333,22.4738448729694,"HDAC4;puf;mia;gce;D19B;Smyd4-3;D19A;lola;G9a;Art4;E(bx);Sf3a2;ash2;CG12391;EcR;crc;Myc;bigmax;Spt6;pan;pzg;tkv;sima;crm;cg;ftz-f1;Acf;gro;Nipped-A;vnd;Egfr;foxo;Nap1;Hr39;spen;Nup358;sno;Cp190;CG4707;osa;Taf4;Met"
